id,education,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response,age,marital_status,tenure,total_spent,children,living_with,family_size,is_parent,cluster
5430,Graduation,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,69,Together,13,684,2,partner,4,1,2
7755,PhD,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,71,Married,12,411,1,partner,3,1,2
10525,Graduation,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,39,Single,13,27,1,alone,2,1,0
1453,PhD,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,82,Widow,12,1060,0,alone,1,0,3
8310,Graduation,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,61,Together,13,1459,1,partner,3,1,2
10710,Graduation,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,46,Married,13,18,1,partner,3,1,0
5031,Graduation,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,51,Together,13,1833,0,partner,2,0,3
2613,Master,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,65,Married,11,237,1,partner,3,1,1
213,PhD,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,62,Single,11,48,2,alone,3,1,1
967,Graduation,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,49,Married,12,515,2,partner,4,1,1
1077,Graduation,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,51,Together,13,1020,0,partner,2,0,3
7959,Graduation,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,64,Married,11,1370,0,partner,2,0,3
640,Graduation,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,74,Married,12,1026,1,partner,3,1,2
4252,Graduation,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,60,Married,11,301,1,partner,3,1,1
8432,Graduation,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,69,Together,13,684,2,partner,4,1,2
6218,Graduation,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,60,Married,13,499,1,partner,3,1,2
6905,Graduation,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,31,Together,13,1004,0,partner,2,0,3
5922,PhD,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,51,Married,12,218,1,partner,3,1,0
3598,Graduation,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,53,Married,12,606,1,partner,3,1,2
6116,Master,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,57,Married,12,75,1,partner,3,1,1
6263,Graduation,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,57,Together,13,106,3,partner,5,1,1
10486,Graduation,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,77,Married,12,990,0,partner,2,0,3
2410,Graduation,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,56,Single,11,1097,0,alone,1,0,3
193,Basic,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,29,Married,11,16,0,partner,2,0,0
3363,Master,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,51,Married,11,34,0,partner,2,0,0
8278,PhD,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,35,Married,13,1711,0,partner,2,0,3
10660,Master,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,68,Married,11,438,2,partner,4,1,1
8686,Basic,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,46,Together,12,75,1,partner,3,1,0
1604,Master,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,65,Married,12,225,1,partner,3,1,1
5907,Master,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,73,Married,13,18,2,partner,4,1,1
10669,Graduation,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,44,Married,12,470,1,partner,3,1,0
2918,Graduation,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,44,Divorced,12,91,2,alone,3,1,0
5735,Master,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,34,Single,11,2525,0,alone,1,0,3
359,Graduation,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,75,Together,12,504,1,partner,3,1,2
8387,Graduation,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,68,Married,12,235,1,partner,3,1,1
1829,PhD,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,64,Divorced,12,1232,1,alone,2,1,2
3839,Basic,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,67,Single,12,88,2,alone,3,1,1
9392,Graduation,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,54,Single,11,17,1,alone,2,1,1
2292,Graduation,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,40,Single,12,24,1,alone,2,1,0
10466,Graduation,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,60,Married,12,60,2,partner,4,1,1
9855,PhD,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,73,Single,12,1020,1,alone,2,1,2
4088,PhD,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,63,Together,13,155,1,partner,3,1,0
5231,Master,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,51,Married,11,51,2,partner,4,1,1
590,Master,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,55,Divorced,13,1812,0,alone,1,0,3
8732,Master,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,56,Widow,13,1461,1,alone,2,1,2
2315,Graduation,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,65,Divorced,11,96,1,alone,2,1,1
3515,Graduation,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,73,Single,11,160,1,alone,2,1,1
2245,Master,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,56,Married,12,139,2,partner,4,1,1
6283,Master,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,57,Divorced,12,908,1,alone,2,1,2
2246,Master,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,60,Married,12,183,1,partner,3,1,1
6606,Master,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,56,Married,12,1161,1,partner,3,1,2
5545,PhD,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,53,Married,11,988,0,partner,2,0,3
7342,Master,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,64,Widow,13,1072,1,alone,2,1,2
837,Graduation,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,48,Married,12,174,2,partner,4,1,1
9500,Graduation,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,66,Married,12,758,1,partner,3,1,2
3602,Master,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,67,Married,12,195,1,partner,3,1,1
234,Graduation,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,46,Divorced,13,31,1,alone,2,1,0
2995,Master,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,68,Together,12,1084,0,partner,2,0,3
1118,Master,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,69,Married,12,685,1,partner,3,1,2
7789,PhD,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,60,Married,12,1672,0,partner,2,0,3
3068,Graduation,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,35,Married,12,43,0,partner,2,0,0
8955,PhD,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,68,Together,11,49,2,partner,4,1,1
945,Graduation,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,60,Together,12,133,1,partner,3,1,1
5644,Graduation,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,68,Together,12,363,1,partner,3,1,1
7192,Graduation,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,70,Together,12,545,1,partner,3,1,2
2324,Graduation,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,53,Together,12,1065,1,partner,3,1,2
697,Graduation,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,56,Together,12,2047,0,partner,2,0,3
3439,Graduation,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,53,Married,13,296,2,partner,4,1,2
1506,Graduation,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,50,Single,12,140,2,alone,3,1,0
232,Graduation,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,60,Single,12,530,1,alone,2,1,2
8876,PhD,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,62,Together,13,152,2,partner,4,1,0
4500,PhD,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,34,Together,12,1598,0,partner,2,0,3
9739,Graduation,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,62,Single,12,114,1,alone,2,1,0
10395,Basic,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,39,Single,13,101,1,alone,2,1,0
1176,Graduation,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,52,Married,12,25,1,partner,3,1,0
1627,Master,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,68,Divorced,12,789,0,alone,1,0,3
938,Graduation,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,44,Married,12,87,2,partner,4,1,1
2740,PhD,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,67,Widow,12,90,2,alone,3,1,1
257,PhD,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,66,Married,12,1215,1,partner,3,1,2
4058,PhD,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,70,Single,12,811,0,alone,1,0,3
7736,Graduation,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,39,Married,13,61,1,partner,3,1,0
8210,Master,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,50,Married,12,405,1,partner,3,1,1
833,Master,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,70,Married,11,72,2,partner,4,1,1
6230,Graduation,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,54,Divorced,12,189,2,alone,3,1,1
7325,PhD,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,39,Together,12,40,1,partner,3,1,0
1307,Graduation,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,47,Divorced,11,63,1,alone,2,1,1
1502,Graduation,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,42,Together,12,52,1,partner,3,1,0
6211,PhD,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,49,Together,11,39,1,partner,3,1,1
843,Graduation,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,54,Married,11,805,1,partner,3,1,1
4174,Master,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,69,Together,11,130,1,partner,3,1,1
9757,Graduation,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,53,Together,12,1631,0,partner,2,0,3
6918,Graduation,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,Married,12,34,1,partner,3,1,0
286,Graduation,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,73,Single,12,152,2,alone,3,1,1
11086,Basic,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41,Single,11,21,1,alone,2,1,0
1921,PhD,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,58,Married,12,71,3,partner,5,1,1
4138,Graduation,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,63,Single,11,899,1,alone,2,1,2
7718,Master,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,78,Together,11,711,0,partner,2,0,3
1291,PhD,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,47,Together,13,351,1,partner,3,1,0
6862,Graduation,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,54,Divorced,11,8,0,alone,1,0,0
4136,Basic,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,33,Single,13,119,1,alone,2,1,0
803,Graduation,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,57,Together,12,21,2,partner,4,1,1
4298,PhD,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,52,Together,11,10,1,partner,3,1,1
10833,Graduation,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,50,Married,11,973,1,partner,3,1,1
9606,PhD,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,60,Married,12,1536,0,partner,2,0,3
8534,Graduation,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,73,Married,12,992,2,partner,4,1,2
5153,PhD,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,58,Married,12,1529,1,partner,3,1,2
961,Graduation,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,53,Married,12,860,1,partner,3,1,2
5011,Graduation,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,62,Divorced,12,928,1,alone,2,1,2
6653,PhD,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,55,Married,13,418,2,partner,4,1,2
9094,Master,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,70,Married,13,587,1,partner,3,1,2
810,Graduation,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,50,Married,11,641,1,partner,3,1,1
5493,Graduation,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,49,Married,11,23,2,partner,4,1,1
2147,Graduation,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,56,Together,12,2279,0,partner,2,0,3
5107,PhD,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,52,Divorced,11,49,2,alone,3,1,1
3979,PhD,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,42,Divorced,12,1779,0,alone,1,0,3
6049,Master,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,43,Together,12,1804,0,partner,2,0,3
8147,Graduation,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,65,Married,12,48,2,partner,4,1,1
1857,Graduation,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,73,Single,11,83,2,alone,3,1,1
3910,Graduation,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,50,Divorced,12,1862,0,alone,1,0,3
5207,PhD,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,62,Married,13,793,2,partner,4,1,2
11114,Graduation,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,55,Together,12,84,1,partner,3,1,0
5429,PhD,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,77,Married,12,183,1,partner,3,1,1
9400,Master,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,67,Single,11,1383,0,alone,1,0,3
1740,Graduation,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,81,Married,11,999,0,partner,2,0,3
7488,Master,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,62,Single,12,825,1,alone,2,1,2
195,Graduation,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,53,Single,13,246,1,alone,2,1,0
635,Master,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,59,Married,12,610,2,partner,4,1,1
7527,Master,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,57,Divorced,13,76,1,alone,2,1,0
10319,Graduation,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,54,Married,12,1286,1,partner,3,1,2
2296,Master,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,50,Married,12,30,1,partner,3,1,0
10637,Graduation,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,61,Married,12,99,3,partner,5,1,1
2931,Graduation,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,47,Divorced,13,1192,0,alone,1,0,3
907,Graduation,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,50,Married,12,362,1,partner,3,1,0
3698,Graduation,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,42,Together,13,2130,0,partner,2,0,3
9516,Master,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,54,Divorced,13,1229,0,alone,1,0,3
679,PhD,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,68,Married,13,38,2,partner,4,1,1
7384,Master,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,74,Together,12,485,0,partner,2,0,3
5043,Basic,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,74,Married,13,434,0,partner,2,0,0
5267,Graduation,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,55,Divorced,12,44,1,alone,2,1,0
339,PhD,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,53,Married,13,496,1,partner,3,1,2
2516,Master,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,56,Married,12,78,2,partner,4,1,1
9010,Master,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,53,Married,12,2346,0,partner,2,0,3
378,Graduation,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,54,Married,13,794,0,partner,2,0,3
4808,Graduation,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,69,Married,12,17,0,partner,2,0,0
5068,Graduation,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,54,Single,12,26,1,alone,2,1,0
7628,Master,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,52,Married,11,76,1,partner,3,1,1
7128,PhD,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,48,Single,12,15,2,alone,3,1,0
2811,PhD,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,62,Single,11,62,2,alone,3,1,1
3551,Master,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,71,Together,11,198,1,partner,3,1,1
1663,PhD,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,47,Together,12,49,1,partner,3,1,0
5543,Graduation,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,59,Together,12,802,1,partner,3,1,2
1577,Graduation,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,79,Married,11,1736,0,partner,2,0,3
10641,Graduation,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,47,Single,13,57,2,alone,3,1,0
5336,Master,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,54,Together,12,59,1,partner,3,1,2
6024,Graduation,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,72,Together,12,2302,0,partner,2,0,3
1878,Master,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,40,Married,11,37,0,partner,2,0,0
3099,Graduation,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,55,Divorced,12,310,2,alone,3,1,1
6055,Graduation,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,46,Married,13,1305,0,partner,2,0,3
5841,Graduation,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,59,Together,12,832,1,partner,3,1,2
3972,Graduation,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,49,Together,12,401,2,partner,4,1,1
4394,PhD,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,60,Married,11,1501,0,partner,2,0,3
5758,Graduation,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,43,Married,11,1189,0,partner,2,0,3
6658,Graduation,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,53,Together,12,1194,1,partner,3,1,2
4603,PhD,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,65,Married,11,656,1,partner,3,1,1
8427,Master,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,69,Single,13,1540,0,alone,1,0,3
10260,Master,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,60,Together,12,311,1,partner,3,1,1
7143,Master,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,70,Together,12,820,1,partner,3,1,2
8789,Master,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,36,Married,11,274,1,partner,3,1,1
6197,PhD,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,63,Single,12,57,2,alone,3,1,1
4554,Graduation,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,60,Together,12,448,1,partner,3,1,1
4937,Master,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,52,Married,11,44,2,partner,4,1,1
1920,Graduation,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,53,Married,12,102,2,partner,4,1,1
8749,Graduation,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,41,Together,11,61,1,partner,3,1,1
1650,Master,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,65,Married,12,1643,0,partner,2,0,3
10377,Master,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,67,Together,12,397,1,partner,3,1,1
